"actor","text","season","episode","title"
"Walt","I want those bugs out of my house today. I want them out now!","3","04","Green Light"
"Saul","You just bought a $300 suit, psycho! Go.","3","04","Green Light"
"Walt","Great, drilled right into the stucco.","3","04","Green Light"
"Mike","A little bit of putty, you'll be fine.","3","04","Green Light"
"Walt","Just make sure you get all of those things.","3","04","Green Light"
"Mike","A, these things cost $800 apiece. B, you're not that interesting. So yeah, I'll get all of them, Walter.","3","04","Green Light"
"Walt","Great line of work, by the way. Real upstanding field.","3","04","Green Light"
"Mike","Yeah, well I enjoy it.","3","04","Green Light"
"Walt","You're free to leave now. Anytime.","3","04","Green Light"
"Mike","You know, Walter, sometimes it doesn't hurt to have someone watching your back.","3","04","Green Light"
"Carmen","Mr. White?","3","04","Green Light"
"Walt","Hi. What's up?","3","04","Green Light"
"Carmen","I can't begin to understand what you're going through, Walt with all of your health concerns and the stresses you've been under. But still, as educators there are certain responsibilities we need to be meeting here to the school and to the students themselves.","3","04","Green Light"
"Walt","Of course. Is this a wheaten terrier?","3","04","Green Light"
"Carmen","Norfolk.","3","04","Green Light"
"Walt","Norfolk? That's surprising.","3","04","Green Light"
"Carmen","Walt, could you come back over here and have a seat, please?","3","04","Green Light"
"Walt","Sure.","3","04","Green Light"
"Carmen","You've been absent a lot recently. And when you are here at school, there have been some behavioral questions. And frankly I'm concerned.","3","04","Green Light"
"Walt","Thank you.","3","04","Green Light"
"Carmen","Are you feeling okay? Do you think maybe I should call Skyler?","3","04","Green Light"
"Walt","No. Let's just keep this…","3","04","Green Light"
"Carmen","What? Hey! Walt, what's wrong with you?","3","04","Green Light"
"Hank","You know, look, you're the one always talking about D.C, okay? This is how you get there. You answer the bell. You pay your dues. Besides, you know, it's a big deal to get picked for this. El Paso's like the Super Bowl. I could get k*lled crossing the street, okay? Whatever. You know, I want to go.","3","04","Green Light"
"Marie","What about last time?","3","04","Green Light"
"Hank","What about last time? Schrader. Hey, sheriff. Yeah. Blue, huh? Yeah, yeah. Thing is, I'm supposed to be getting on a plane right now. The stuff this guy had was blue. You sure about that? Yeah. Yeah, I want to talk to him. Taxi.","3","04","Green Light"
"Walt","Hi.","3","04","Green Light"
"Jesse","Man, I'm sorry. I needed to talk to you, but you weren't at your apartment.","3","04","Green Light"
"Walt","No, I moved back home.","3","04","Green Light"
"Jesse","That's good, right?","3","04","Green Light"
"Walt","Yeah.","3","04","Green Light"
"Jesse","Yo, did you just get fired?","3","04","Green Light"
"Walt","No. No, no, no. It's more like a sabbatical. Indefinite. Yeah. So, what's up?","3","04","Green Light"
"Jesse","Should we go somewhere?","3","04","Green Light"
"Walt","No, this is fine.","3","04","Green Light"
"Jesse","So I want an intro to your guy.","3","04","Green Light"
"Walt","What guy?","3","04","Green Light"
"Jesse","Your guy. Your distribution guy. The guy Saul hooked you up with.","3","04","Green Light"
"Walt","No, no, no. Come on, Jesse.","3","04","Green Light"
"Jesse","I thought about it and I want to. It's the one thing I'm good at.","3","04","Green Light"
"Walt","No, that is just not true. You're good at a lot of things, son.","3","04","Green Light"
"Jesse","Like what?","3","04","Green Light"
"Walt","What about your sobriety?","3","04","Green Light"
"Jesse","I told you, I'm not using. Ever. I just want back into the business.","3","04","Green Light"
"Walt","Well, I don't. I'm sorry.","3","04","Green Light"
"Jesse","I know, and that's cool. I'm not asking you to cook.","3","04","Green Light"
"Walt","What's this?","3","04","Green Light"
"Jesse","In the end, I just went with two reflux condensers. I didn't want to lose track of my pH levels. But I did everything else just like you taught me. Super careful in my amounts and watched the numbers every step of the way. So, what do you think? It's good, right?","3","04","Green Light"
"Walt","What in the hell is this?","3","04","Green Light"
"Jesse","What?","3","04","Green Light"
"Walt","What? This. This. This is my product. This is my formula. This is mine.","3","04","Green Light"
"Jesse","It's our product, but yeah, I was gonna cut you in.","3","04","Green Light"
"Walt","Oh, you were gonna cut me in? No, no, no. I cut you in.","3","04","Green Light"
"Jesse","What the hell is your problem? All I'm asking is for you to set a meet.","3","04","Green Light"
"Walt","Absolutely not.","3","04","Green Light"
"Jesse","Why?","3","04","Green Light"
"Walt","Because I am not gonna lend my name to an inferior product. I mean, look at the diameters here. What did you use for reduction? Don't tell me. Platinum dioxide, right?","3","04","Green Light"
"Jesse","No. Mercury-aluminum amalgam. The dioxide's too hard to keep wet.","3","04","Green Light"
"Walt","All right, well, you must've done it wrong, then. Your color is all cloudy, so you were struggling with distillation too. Now, this is very shoddy work, Pinkman. I'm actually embarrassed for you.","3","04","Green Light"
"Jesse","What? No way. I gave out samples and everyone said it was the b*mb.","3","04","Green Light"
"Walt","Oh, they said it was the b*mb. And who were they, I wonder? A bunch of meth heads?","3","04","Green Light"
"Jesse","Yeah. Yeah. They should know, right?","3","04","Green Light"
"Walt","Yeah, well, sorry. I can't help you.","3","04","Green Light"
"Jesse","Fine, ass-wad. I'll contact the guy myself.","3","04","Green Light"
"Walt","Oh, yeah? Well, good luck. Because my guy is a pro and he doesn't deal with junkies.","3","04","Green Light"
"Jesse","You know what? Eat me.","3","04","Green Light"
"Walt","Anytime, loser. Hey, hey, hey! Wait. Hey!","3","04","Green Light"
"Skyler","I can't believe it's only 4 00. This day is dragging.","3","04","Green Light"
"Skyler","Okay. I wish I could stay.","3","04","Green Light"
"Ted","So stay. What's stopping you?","3","04","Green Light"
"Skyler","What, like everything, you mean? How about my lunatic husband refusing to leave the house?","3","04","Green Light"
"Ted","So move in here.","3","04","Green Light"
"Skyler","And then my son hating me even more.","3","04","Green Light"
"Ted","That'll pass. I went through that with the girls. They adapt.","3","04","Green Light"
"Skyler","And now everyone at work thinks I'm an evil ladder-climbing whore.","3","04","Green Light"
"Ted","They're all fired, effective immediately. What else?","3","04","Green Light"
"Skyler","Oh, aren't you the answer man?","3","04","Green Light"
"Ted","Where did it go wrong, exactly, with you and Walt? I mean, I always saw him as kind of mild-mannered. Something, I don't know, changed when he got sick or?","3","04","Green Light"
"Skyler","I don't know what changed, Ted. And I just don't feel really comfortable talking about it.","3","04","Green Light"
"Ted","Sorry. Just asking out of self-interest. Gotta make sure I don't make the same mistake.","3","04","Green Light"
"Skyler","I would be amazed.","3","04","Green Light"
"Hank","Just let me see if I'm following you here, Russell. You got this stuff from some guy at Gasparza's who was wearing tan pants and who you're 80 percent sure had a mustache. That's it, right? That's your brain working at maximum capacity? Russell. Everything all right in there?","3","04","Green Light"
"Hank","Well, there you go. See? You served an actual earthly function.","3","04","Green Light"
"Russell","I can't believe I remembered that.","3","04","Green Light"
"Hank","Mel who? Does he have a last name?","3","04","Green Light"
"Russell","Yeah, Mel. Wait. Was it Mel or Mark? It was definitely an M name. Oh, man, I'm losing it. Wait, wait. Yeah. It's gone. It's gone. It was an M name though. Yeah. I remember the muh sound.","3","04","Green Light"
"Hank","All right, well, we'll go with the muh sound. Thanks a lot. Appreciate it.","3","04","Green Light"
"Russell","Yeah. He definitely had tan pants.","3","04","Green Light"
"Hank","Remind me to get a vasectomy. Okay, it's after 9, so this bar that Girl George is at probably wall-to-wall dirtbags by now. Let's go have a little looky-loo, see if we can't find this M-named clown.","3","04","Green Light"
"Steve","What?","3","04","Green Light"
"Hank","It's a lead
.
Steve  Lead to what?","3","04","Green Light"
"Hank","To Heisenberg. I told you it was only a matter of time before this guy booted up again. Here we go, my friend. Don't hate me because I'm beautiful, Gomey. Just apologize and buy me a beer.","3","04","Green Light"
"Steve","Man, you're reaching. This stuff could be a knockoff or left over from an older cook. How do you know Heisenberg's gearing up again?","3","04","Green Light"
"Hank","How do I know? Because I know.","3","04","Green Light"
"Steve","I don't get it. This is the reason why you're blowing off the task force? Chase down teeners? I'm getting tired of all the second-guessing.","3","04","Green Light"
"Hank","If you're not sufficiently stimulated by this investigation do us both a favor and ask for a transfer.","3","04","Green Light"
"Steve","What is up with you lately? Starting bar fights, turning down El Paso and now this bullshit? Do you need to talk to someone or what?","3","04","Green Light"
"Hank","Talk to someone? Talk to who?","3","04","Green Light"
"Steve","I'm not trying to step on your toes, bro. Okay? I'm just worried about you. That's all.","3","04","Green Light"
"Hank","Appreciate that, bro. Now take your hand off my shoulder.","3","04","Green Light"
"Saul","Yeah, yeah, the one that was on TV. Did any little piece fall on your property? I'm not looking for an entire wing here, Mr. Linkas. It could be a nut or a bolt. It could be a bag of peanuts just so long as it caused you pain and suffering. Oh, no, no, no. Closed. Calling you back. You had your chance. I told you to get him cooking again. You blew it off and now it's too late. The guy's gone mass maniac on us! All I wanted was to show you two your potential. And what do I get in return? A bone contusion. You wanna see the scar? I wish you two had…Hi, there. How in the hell did you get Walt to…","3","04","Green Light"
"Jesse","I made it. You know the guy who knows the guy, right?","3","04","Green Light"
"Mike","Well, good news is for stage-three cancer, the guy's doing well physically. Mentally, the guy's a disaster. He's gone off the rails over this thing with his wife. My opinion, he's not coming back. Not on his own. Your friends were at his place again, by the way. They drew something on the street outside his house. A scythe.","3","04","Green Light"
"Gus","Animals. Does the lawyer know?","3","04","Green Light"
"Mike","Should he?","3","04","Green Light"
"Gus","No.","3","04","Green Light"
"Mike","If you want this guy to produce again, why not just tell him? You stand between him and an ax in the head.","3","04","Green Light"
"Gus","I don't believe fear to be an effective motivator. I want investment. For now, I'm simply interested in the time frame. He will live for the foreseeable future, yes?","3","04","Green Light"
"Mike","Foreseeable. Couple years at least, barring acts of God and men with axes. From the lawyer, I'm supposed to let you know the Pinkman kid is looking to sell.","3","04","Green Light"
